x,y,u,v,ax,ay,a_along_v,a_perp_v
0.0201029574361469,-0.0390161047920884,-7.06583584579688,33.2872312881534,370.242383636528,-1778.83724523057,-1816.94515280876,7.18883475302181
-0.0107463299742258,0.106632000948795,-5.30350671372119,25.2614939812998,334.689269193746,-1431.45767751088,-1469.68369279291,33.4340030041122
-0.0332283856547549,0.216493664751907,-3.71894315385942,18.9726545130446,299.136154750963,-1084.07810979119,-1121.3737642448,85.0215741507859
-0.0482320374665099,0.299253375810238,-2.31214516621157,14.4207128833879,263.58304030818,-736.698542071497,-769.136645754172,143.630014921652
-0.0566461132705604,0.363595623316783,-1.08311275077763,11.6056690923296,228.029925865397,-389.318974351806,-408.823614922677,190.866871829753
-0.059359440927976,0.418204896464532,-0.0318459075575995,10.5275231398698,192.476811422614,-41.9394066321153,-42.5214571798935,192.349064056389
-0.0572608482998263,0.471765684446479,0.841655363448513,11.1862750260085,156.923696979831,305.440161087576,316.352918084226,133.564852781775
-0.0512391632471808,0.532962476455615,1.53739106224071,13.5819247507456,121.370582537048,652.819728807267,662.328483133536,47.1741142514175
-0.0421832136311091,0.610479761684932,2.05536118881899,17.7144723140812,85.8174680942651,1000.19929652696,1003.42482756807,30.0314172679959
-0.0309818273126807,0.713002029327424,2.39556574318336,23.5839177160152,50.2643536514821,1347.57886424665,1345.75974967902,86.1742232697597
-0.0185238321529653,0.849213768576081,2.55800472533381,31.1902609565476,14.7112392086992,1694.95843196634,1690.48925412885,123.881347779811
-0.00569805601303244,1.0277994686239,2.54267813527035,40.5335020356786,-20.8418752340837,2042.33799968603,2037.02657798216,148.666100100567
0.00660667324604835,1.25744361866386,2.34958597299298,51.613640953408,-56.3949896768666,2389.71756740572,2384.680707944,165.010205708296
0.0175015277632075,1.54683070788897,1.97872823850169,64.4306777097358,-91.9481041196496,2737.09713512541,2732.9847984253,175.924053327501
0.0260976796773753,1.90464522549222,1.43010493179648,78.9846123046621,-127.501218562432,3084.4767028451,3081.66305849076,183.319079919294
0.0315063011274824,2.33957166066659,0.703716052877362,95.2754447381868,-163.054333005215,3431.85627056479,3430.55835594641,188.397302987431
0.0330032718689294,2.85961080272166,-0.0522015434324294,112.687845115224,-109.665334554052,3410.03790123279,3410.08833673974,108.085656210916
0.0317791976985838,3.46481542982211,-0.355878078957351,129.221991276743,-11.8052796559166,3203.62056337493,3203.64092612171,2.98247958849446
0.0302599915368403,4.15011057100694,-0.170254339991594,144.724050748973,86.0547752422194,2997.20322551707,2997.09991621313,89.580643149897
0.0308921547561523,4.9103357928297,0.504669673464843,159.194023531914,183.914830140355,2790.78588765922,2791.3548997563,175.066727592342
0.0361221887289732,5.74033066184393,1.66889396141196,172.631909625565,281.774885038491,2584.36854980136,2586.97168419949,256.77887800772
0.0483965948277564,6.6349347446032,3.32241852384975,185.037709029927,379.634939936627,2377.9512119435,2384.38336806788,336.883671443881
0.0701618744249552,7.58898760766106,5.46524336077823,196.411421745,477.494994834763,2171.53387408564,2183.97508843915,416.909641854045
0.103864528893023,8.59732881757105,8.09736847219738,206.753047770784,575.355049732899,1965.11653622779,1986.12736687186,498.010558895777
0.150568008581969,9.65484858011217,10.3889632446404,216.092970642536,341.28285924431,1770.85261247316,1785.19834363684,255.851204791503
0.205803559752022,10.7566396579651,11.5101970646405,224.461573895515,107.210668755722,1576.58868871853,1580.01036523218,26.3299572565693
0.263719377640969,11.897845453036,11.4610699321976,231.858857529722,-126.861521732866,1382.3247649639,1374.37576034457,194.953509602067
0.318463657486594,13.0736093672311,10.2415818473118,238.284821545155,-360.933712221454,1188.06084120927,1171.46622323854,411.617048777199
0.364184594526682,14.2790748024563,7.8517328099831,243.739465941814,-595.005902710041,993.796917454637,974.124315782386,626.694626435895
0.39503038399902,15.5093851606179,4.29152282021143,248.222790719701,-829.078093198628,799.532993700006,785.081740533684,842.775268572452
0.405149221141391,16.759683843622,-0.439048122003189,251.734795878814,-1063.15028368722,605.269069945375,607.122376260236,1062.0930246362
0.388689301191583,18.0251142533748,-6.33998001666075,254.275481419155,-1297.2224741758,411.005146190745,443.211707993897,1286.57481694583
0.340719501959059,19.3004722542386,-12.8588633207533,255.636324814535,-1310.33084746123,133.33221196142,198.992090444208,1301.97794009562
0.259991431540004,20.5791635604015,-19.443288491273,255.608803538769,-1323.43922074665,-144.340722267904,-43.5454238628153,1330.57484238051
0.146177380602283,21.8542463485077,-26.0932555282198,254.192917591856,-1336.54759403207,-422.013656497228,-283.326355702422,1372.65479037792
-0.00105036018623854,23.1187787952015,-32.8087644315937,251.388666973797,-1349.65596731749,-699.686590726551,-519.140270208941,1428.85476351015
-0.182019500157698,24.3658190771271,-39.5898152013947,247.19605168459,-1362.76434060291,-977.359524955876,-749.553198448355,1500.17608691004
-0.397057748644231,25.5884253709288,-46.4364078376228,241.615071724238,-1375.87271388833,-1255.0324591852,-972.797651052079,1588.0166650695
-0.646492814977972,26.7796558532509,-53.3485423402781,234.645727092738,-1388.98108717376,-1532.70539341452,-1186.62677833812,1694.21697915564
-0.930605151936786,27.9326063491931,-60.2411569116708,226.355785009972,-1300.01530323165,-1729.0576637882,-1336.55540464572,1700.9702653643
-1.24683981904221,29.0426315911846,-66.0084481818361,217.626219334375,-1006.90120483448,-1762.76860645059,-1394.62446046397,1475.20365050405
-1.5882470162685,30.1085876180147,-70.3101689600156,208.728098945466,-713.787106437311,-1796.47954911298,-1474.62580864575,1249.92380894725
-1.94749889115572,31.129631656117,-73.1463192462092,199.661423843245,-420.673008040142,-1830.19049177537,-1573.78834174998,1024.57467822037
-2.31726759124395,32.104920931925,-74.516899040417,190.426194027713,-127.558909642973,-1863.90143443776,-1689.25400580588,798.010486520851
-2.69022526407325,33.033612671872,-74.4219083426389,181.022409498868,165.555188754195,-1897.61237710015,-1818.02946574138,568.427757892983
-3.0590440571837,33.9148641023915,-72.861347152875,171.450070256711,458.669287151364,-1931.32331976254,-1956.86888484494,333.24382658989
-3.41639611811536,34.7478324499169,-69.8352154711253,161.709176301242,751.783385548533,-1965.03426242493,-2102.05509422129,88.8948375838605
-3.7554087403148,35.5325985900407,-65.7531446132372,152.631011875577,799.118694437203,-1499.97465921799,-1693.74951820497,140.453678042196
-4.07450028839163,36.279980819829,-61.9464363557151,146.917250769841,723.564608571622,-785.529783076383,-1004.93732458266,361.52974502534
-4.37550272125417,37.0077248050403,-58.517498527521,144.775714044813,648.010522706041,-71.084906934771,-308.74068123651,574.151455002335
-4.66030489104906,37.7336916675783,-55.4663311286547,146.206401700494,572.456436840461,643.359969206841,398.476028462971,763.4364916601
-4.93079564992293,38.4757425293464,-52.7929341591164,151.209313736882,496.90235097488,1357.80484534845,1118.12793406194,916.698351436543
-5.18886385002243,39.2517385122483,-50.4973076189059,159.784450153978,421.348265109299,2072.24972149007,1848.95217757551,1026.22079191813
-5.4363983434942,40.0795407381874,-48.5794515080234,171.931810951782,345.794179243718,2786.69459763168,2587.67984778246,1090.48310406396
-5.67528798248488,40.9770103290673,-47.0393658264687,187.651396130295,270.240093378145,3501.13947377327,3330.35560181317,1113.43562380321
-5.90472825441657,41.955891243968,-44.2610317395194,203.2729079954,841.093541401603,2747.46527226885,2505.61426107525,1406.37866252555
-6.11314118781321,43.0034587906754,-38.6284304124527,215.126048852983,1411.94698942506,1993.79107076442,1712.86484218536,1742.09390309815
-6.28625544647423,44.1008711141519,-30.1415618452688,223.210818703044,1982.80043744851,1240.11686926,963.620819035426,2130.9205384741
-6.40979969419904,45.22928635936,-18.8004260379676,227.527217545583,2553.65388547197,486.442667755573,274.500410979227,2585.03852198986
-6.46950259478704,46.3698626712619,-4.60502299054909,228.0752453806,3124.50733349543,-267.231533748854,-330.250545049209,3118.47612580106
-6.45109281203767,47.5037581948201,12.4446472969867,224.854902208095,3695.36078151889,-1020.90573525328,-815.137658653017,3746.13005958237
-6.34029900975031,48.612131074997,32.3485848246398,217.866188028067,4266.21422954235,-1774.57993675771,-1128.7615657168,4480.582008183
-6.1228498517244,49.6761394567549,55.1067895924102,207.109102840518,4837.06767756581,-2528.25413826213,-1199.49196728642,5324.51985867335
-5.79164336379023,50.6827315582096,76.4176443817662,196.057690537445,3687.27423817656,-1892.31078296693,-424.045050421111,4122.74389236911
-5.36825501990165,51.6420158900902,91.9795319741758,188.185995010848,2537.48079878731,-1256.36742767172,-14.4869359674008,2831.44098406006
-4.88142965604339,52.5698910362789,101.792452369639,183.494016260728,1387.68735939805,-620.424072376514,130.634422055122,1514.44276378862
-4.35991210820017,53.4822555806582,105.856405568156,181.981754287083,237.893920008803,15.5192829186921,133.029989689724,197.831714248795
-3.83244721235673,54.3950081071105,104.171391569727,183.649209089915,-911.899519380448,651.462638213898,116.733637711038,1114.60197391789
-3.32777980449781,55.3240471995182,96.7374103743519,188.496380669222,-2061.6929587697,1287.40599350911,204.033024707233,2422.05750823397
-2.87465472060812,56.2852714417635,83.5544619820302,196.523269025006,-3211.48639815895,1923.34934880431,513.462496753012,3708.0013305734
-2.50158214210228,57.2944162805851,65.0449246190043,207.436227298207,-3854.42596605817,2206.91647322936,952.567828458168,4338.167168266
-2.22299297618682,58.357428934086,46.6997152264155,217.417846321065,-3483.65779097734,1785.73113591409,1014.33298299203,3780.98345593109
-2.03149525504579,59.4650848659848,30.2083467092309,225.293538657348,-3112.88961589651,1364.54579859882,938.754726391589,3266.62005150698
-1.91781977430217,60.6068544428485,15.5708190674504,231.063304307054,-2742.12144081568,943.360461283557,756.858731670514,2799.34346166888
-1.87269732957894,61.7722080312444,2.78713230107404,234.727143270183,-2371.35326573485,522.17512396829,493.98303297295,2377.38594555816
-1.88685871649909,62.9506159977394,-8.14271358989815,236.285055546737,-2000.58509065402,100.989786653023,169.831932543481,1995.92002761732
-1.95103473068558,64.1315487089008,-17.2187186054662,235.737041136713,-1629.81691557319,-320.195550662244,-200.615923809868,1648.81218459421
-2.05595616776141,65.3044765312956,-24.4408827456301,233.083100040114,-1259.04874049236,-741.380887977511,-606.035475930371,1329.50003907769
-2.19273911290414,66.4595693654432,-30.1559666095241,228.95281281392,-1096.33692489208,-784.817891103549,-634.932731380049,1189.43440411833
-2.35697864236349,67.5951291940572,-35.4909421443345,225.392316268324,-1037.65328903208,-639.380727134974,-470.195307762844,1124.47696064817
-2.54715950404865,68.7147045044928,-40.5324994998449,222.559005542571,-978.969653172073,-493.9435631664,-310.545335119682,1051.62893658399
-2.76181460706311,69.8219312258493,-45.2806386760553,220.45288063666,-920.286017312067,-348.506399197825,-156.219953478783,971.585503225026
-2.99947686051037,70.9204452872258,-49.7353596729656,219.073941550592,-861.602381452061,-203.069235229251,-7.27835989931899,885.179531788682
-3.25867917349393,72.0138826177216,-53.8966624905758,218.422188284368,-802.918745592055,-57.6320712606784,136.400551068307,793.344097683456
-3.53795445511729,73.1058791464359,-57.7645471288861,218.497620837986,-744.235109732049,87.805092707896,275.108049197825,697.073306137801
-3.83583561448396,74.2000708024679,-61.3390135878963,219.300239211446,-685.551473872043,233.24225667647,409.284771135954,597.384925942941
-4.14912142477701,75.2989560137006,-63.5795803153613,220.147542675034,-210.675217113965,105.679128758466,159.984668595875,173.080995997344
-4.46767411549792,76.4004832031522,-63.445765759036,220.357030499031,264.201039644113,-21.8839991595385,-94.1294793884468,247.832080002378
-4.77962178022772,77.5014632926249,-60.9375699189202,219.928702683438,739.077296402192,-149.447127077543,-341.368163652816,672.337319128731
-5.07309251254747,78.5987072039206,-56.054992795014,218.862559228256,1213.95355316027,-277.010254995547,-569.543991651271,1107.26580014786
-5.33621440603822,79.6890258588415,-48.7980343873175,217.158600133483,1688.82980991835,-404.573382913552,-764.996367934182,1559.04018744818
-5.557115554281,80.7692301791895,-39.1666946958306,214.81682539912,2163.70606667643,-532.136510831556,-911.60808900999,2033.1659797429
-5.72392405085687,81.8361310867667,-27.1609737205532,211.837235025167,2638.5823234345,-659.699638749561,-989.905185558437,2533.26035269015
-5.82476798934688,82.8865395033752,-12.7808714614855,208.219829011625,3113.45858019258,-787.262766667565,-976.533997766341,3059.37711725154
-5.85071925741276,83.9185580385187,2.20733563296186,204.739619979516,2881.82425758635,-604.820846176003,-573.71802515551,2888.17709553861
-5.80462491903898,84.9354560525077,16.0373711143779,202.171620549865,2650.18993498012,-422.378925684443,-211.486851108144,2675.29137854938
-5.6922758322907,85.9417945933547,28.7092349827629,200.515830722671,2418.55561237388,-239.937005192881,105.270757461689,2428.14725340733
-5.51946285523307,86.9421347090719,40.2229272381168,199.772250497936,2186.92128976765,-57.4950847013188,375.296639770168,2155.24542560262
-5.29197684593125,87.9410374476715,50.5784478804394,199.940879875658,1955.28696716142,124.946835790243,600.649470271402,1864.93406038604
-5.01560866245039,88.9430638571659,59.7757969097309,201.021718855838,1723.65264455518,307.388756281805,785.923035686094,1564.54187177861
-4.69614916285566,89.9527749855673,67.8149743259913,203.014767438476,1492.01832194895,489.830676773367,937.312717388311,1259.9593782189
-4.33945576289946,90.97469403221,74.5761762921426,205.851898002957,1116.61939484931,590.519452526631,935.547294532443,848.70687310697
-3.95537933957016,92.0110732757408,78.501952926173,208.647451481282,453.69125876286,527.701938803305,653.664686670583,238.804463723866
-3.55996063477179,93.0606450677418,79.1130888797712,211.12891739099,-209.236877323587,464.884425079978,361.906737813015,359.055862839767
-3.1697728519065,94.1218389703697,76.4095841529371,213.296295732081,-872.165013410035,402.066911356652,84.3786016542983,956.666014556422
-2.80138919437647,95.1930845457816,70.3914387456708,215.149586504556,-1535.09314949648,339.249397633325,-154.913337416508,1564.48169989811
-2.47138286558385,96.2728113561342,61.0586526579723,216.688789708415,-2198.02128558293,276.431883909999,-330.073735599212,2190.60801773965
-2.1963270689308,97.3594489635847,48.4112258898415,217.913905343656,-2860.94942166938,213.614370186672,-411.924587992093,2839.18664872673
-1.99279500781949,98.4514269302898,32.4491584412785,218.824933410281,-3523.87755775582,150.796856463346,-367.731539462193,3507.88059216091
-1.8761116971884,99.5470669408432,14.2958199295847,219.324784101368,-3512.78392346137,29.7254585871276,-198.819587580377,3507.2788978653
-1.84709196108589,100.643436603166,-2.39783838900984,219.097915544422,-3164.67940397646,-120.472881365537,-85.8330449316721,3165.80829070477
-1.89718921008279,101.736794443455,-17.3509741101799,218.120055287713,-2816.57488449155,-270.671221318203,-46.4720372536521,2829.16901929735
-2.01770083119198,102.82338550321,-30.5635872339253,216.39120333124,-2468.47036500663,-420.869561270868,-71.5074330423516,2503.07087745034
-2.19992421142634,103.899454823934,-42.0356777602462,213.911359675004,-2120.36584552172,-571.067901223533,-151.497819735098,2190.68899601892
-2.43515673779874,104.961247447127,-51.7672456891426,210.680524319005,-1772.26132603681,-721.266241176198,-277.540500967254,1893.17364991937
-2.71469579732205,106.005008414291,-59.7582910206142,206.698697263242,-1424.1568065519,-871.46458112886,-441.642479976908,1610.16304941147
-3.02983877700916,107.026982766927,-66.0088137546614,201.965878507716,-1076.05228706699,-1021.66292108152,-636.825442820696,1340.20035971908
-3.37063168834595,108.02474996774,-69.7679885750791,197.282720775505,-427.617641100065,-851.600171803129,-660.301365678746,687.082095588209
-3.72211504071023,109.001227164259,-70.2849901656621,193.449876789685,220.81700486686,-681.537422524733,-715.974044015415,25.1907966575108
-4.06807796795284,109.960665925215,-67.5598185264104,190.467346550257,869.251650833786,-511.474673246337,-772.637547785229,648.256117288635
-4.39230960392461,110.907317819339,-61.5924736573242,188.335130057222,1517.68629680071,-341.411923967941,-796.251558194623,1336.38215095712
-4.67859908247636,111.845434415364,-52.3829555584033,187.053227310578,2166.12094276764,-171.349174689545,-749.135534776666,2039.66576401582
-4.91073553745892,112.779267282022,-39.9312642296478,186.621638310326,2814.55558873456,-1.28642541114967,-590.156048136808,2751.98849122136
-5.07250810272312,113.713067988045,-24.2373996710577,187.040363056466,3462.99023470149,168.776323867246,-277.649649511118,3455.96549248721
-5.14770591211977,114.651088102164,-5.3013618826329,188.309401548999,4111.42488066841,338.839073145642,223.004234720687,4119.33193347733
-5.12517304935214,115.597017785362,13.8438792241737,190.091909137686,3546.67156205421,374.16396232948,630.78787367961,3510.12599463451
-5.01397339753315,116.552301567617,30.1653537379093,192.051041172293,2981.91824344002,409.488851513318,867.224752897519,2882.26278434773
-4.82822578962817,117.517822571161,43.6630616585739,194.18679765282,2417.16492482582,444.813740697157,964.240812720573,2260.70457884377
-4.58204905860253,118.494463918222,54.3370029861675,196.499178579265,1852.41160621162,480.138629880995,956.481660299212,1657.43919835474
-4.28956203742161,119.48310873103,62.1871777206902,198.98818395163,1287.65828759743,515.463519064833,876.092466881751,1075.28065851576
-3.96488355905075,120.484640131815,67.2135858621418,201.653813769913,722.904968983229,550.788408248671,751.116449052603,511.647871884909
-3.62213245645531,121.499941242806,69.4162274105224,204.496068034116,158.151650369031,586.11329743251,605.844663839932,38.6391671537799
-3.27542268878729,122.529874595478,68.8038752298657,207.477883386693,-396.074231404916,576.962157561724,422.965233351821,557.548687933991
-2.93857578639758,123.574067276057,65.4905765526075,210.117436179551,-929.245239498363,478.858959581685,180.654848737093,1029.64384324377
-2.62496001499533,124.630231430624,59.511422834882,212.26647298251,-1462.41624759181,380.755761601646,-28.1640260573317,1510.90801137912
-2.34790464978287,125.695914479232,50.8664140766893,213.924993795568,-1995.58725568526,282.652563621607,-186.64811639626,2006.84415125366
-2.12073896596255,126.76866384193,39.5555502780294,215.092998618726,-2528.7582637787,184.549365641568,-275.862734218432,2520.43182348924
-1.95679223873669,127.846026938769,25.5788314389023,215.770487451984,-3061.92927187215,86.446167661529,-274.611899570647,3050.81499118925
-1.86939374330764,128.9255511898,8.93625755930793,215.957460295341,-3595.1002799656,-11.65703031851,-160.284078348622,3591.54436469779
-1.87187275487772,130.004784015073,-10.3721713607537,215.653917148798,-4128.27128805904,-109.760228298549,88.692124998933,4128.77764507753
-1.97595307748808,131.081353617157,-30.9015312762,214.932562278905,-3794.48786910323,-164.240866348886,377.42374546725,3779.24126873478
-2.17469491293087,132.153827295396,-47.955819040515,214.029684551947,-3027.22723662275,-196.910224434373,469.728314748737,2997.03748541134
-2.44911742928922,133.221378218025,-61.1738036424275,212.963460034561,-2259.96660414227,-229.57958251986,403.287911957185,2235.51217769386
-2.78003911075114,134.283189651091,-70.5554850819377,211.733888726748,-1492.70597166179,-262.248940605346,223.100654412909,1499.05694444338
-3.1482784415046,135.338444860642,-76.1008633590454,210.340970628508,-725.445339181309,-294.918298690833,-30.5179425715544,782.50648446117
-3.53465390573759,136.386327112726,-77.8099384737508,208.78470573984,41.8152932991715,-327.58765677632,-321.56596455242,75.2165012970379
-3.9199839876381,137.42601967339,-75.6827104260537,207.065094060745,809.075925779652,-360.257014861807,-616.11183430705,636.235159402672
-4.28508717139412,138.456705808682,-69.7191792159543,205.182135591222,1576.33655826012,-392.926372947291,-879.183907298317,1366.11263686877
-4.61327597302743,139.47808683933,-61.4157639437225,203.446663138265,1745.02955063259,-301.262608235352,-792.713640411561,1583.50635489953
-4.89783903589491,140.491936304771,-52.2688837096283,202.169509508869,1913.72254300506,-209.598843523414,-681.949384089078,1800.33626979869
-5.13455903518727,141.500545799124,-42.2785385136718,201.350674703031,2082.41553537754,-117.935078811476,-543.340976701073,2013.73874368884
-5.31921864609519,142.506206916507,-31.4447283558529,200.990158720754,2251.10852775001,-26.2713140995372,-373.906935344142,2219.99400660337
-5.44760054380936,143.511211251038,-19.7674532361717,201.087961562036,2419.80152012248,65.3924506124011,-171.65275584246,2414.59124921711
-5.51548740352047,144.517850396834,-7.24671315462808,201.644083226878,2588.49451249496,157.056215324339,63.9892296174007,2592.46521181702
-5.51866190041921,145.528415948012,6.11749188877789,202.658523715279,2757.18750486743,248.719980036278,331.7978754251,2748.42768420959
-5.45290670969626,146.545199498692,20.3251618940462,204.131283027241,2925.88049723989,340.383744748212,628.602644878354,2877.75893581611
-5.31661173921145,147.569762569591,33.8119572596901,205.624317122681,2468.83764901766,256.829893427769,654.011726941954,2394.44974730888
-5.11859582750121,148.600746387825,45.0135383842228,206.699581961518,2011.79480079543,173.276042107326,597.388658883256,1928.85191176346
-4.87028504577108,149.636062107111,53.9299052676444,207.357077543754,1554.7519525732,89.7221907868825,478.177628617644,1482.10993554438
-4.58310546522662,150.673620881168,60.5610579099548,207.596803869387,1097.70910435097,6.16833946643933,313.336154210497,1052.05692842705
-4.26848315707338,151.711333863711,64.9069963111541,207.418760938418,640.666256128736,-77.3855118540039,117.478806133245,634.539596318799
-3.93784419251693,152.747112208458,66.9677204712422,206.822948750847,183.623407906506,-160.939363174447,-96.5484588158917,224.270884535803
-3.60261464276281,153.778867069125,66.7432303902191,205.809367306674,-273.419440315724,-244.49321449489,-316.914035529259,184.663522010082
-3.27419235902004,154.804532771323,64.2843220618645,204.419726012389,-669.507096002436,-277.995778026184,-466.036506260834,555.275948542879
-2.96228199270498,155.823433954209,60.2513434053131,203.196247152376,-943.684366618116,-211.395765979181,-470.947720114648,844.651761729161
-2.67396373555537,156.837050242947,54.8474783956834,202.305768352597,-1217.8616372338,-144.795753932178,-458.423660607763,1137.54143889247
-2.41609201933662,157.847046637836,48.0727270329754,201.748289613054,-1492.03890784947,-78.1957418851767,-421.907718824968,1433.27895169835
-2.19552127581409,158.855088139178,39.9270893171888,201.523810933745,-1766.21617846515,-11.5957298381739,-354.635512823056,1730.28543976629
-2.01910593675319,159.862839747274,30.4105652483239,201.632332314672,-2040.39344908083,55.004282208829,-249.90532641968,2025.77842469021
-1.89370043391931,160.871966462425,19.5231548263805,202.073853755834,-2314.57071969651,121.604294255832,-101.542731924363,2315.53758217205
-1.82615919907785,161.884133284932,7.26485805135877,202.84837525723,-2588.74799031219,188.204306302835,95.4291124982484,2593.82541870962
-1.82333666399419,162.901005215098,-6.36432507674138,203.955896818862,-2862.92526092787,254.804318349837,343.972810041043,2853.58528806501
-1.89208726043373,163.924247253221,-21.3643945579199,205.396418440729,-3137.10253154355,321.40433039684,644.235681174137,3087.01691348085
-2.03926542016185,164.955524399605,-37.7353503921768,207.169940122831,-3411.27980215922,388.004342443843,993.019657276443,3286.53148754691
-2.27172557494396,165.99650165455,-55.4771925795122,209.276461865167,-3685.4570727749,454.604354490846,1383.78785717256,3445.92369630124
-2.59632215654544,167.048844018357,-74.5899211199259,211.715983667739,-3959.63434339058,521.204366537849,1807.34156924994,3561.44276622796
-3.01990959673169,168.114216491328,-95.073536013418,214.488505530546,-4233.81161400626,587.804378584852,2253.05395207304,3632.41278758705
-3.54934232726809,169.194284073763,-116.928037259989,217.594027453588,-4507.98888462194,654.404390631854,2710.31629384334,3661.20123425093
-4.19147477992004,170.290711765964,-140.153424859638,221.032549436864,-4782.16615523762,721.004402678857,3169.78556393897,3652.59085631372
